title,link
附件二-2013年软件学院第九届软件设计大赛-材料清单.doc [2013-05-09],https://sse.ustc.edu.cn/_upload/article/files/af/47/9ad629874c93b0e098abc2991815/0121a59e-ec3f-40a9-8047-5cab25ec3f82.doc
附件三-2013年软件学院第九届软件设计大赛-知识产权声明及工作量排序.doc [2013-05-09],https://sse.ustc.edu.cn/_upload/article/files/d9/9c/5d72053849f7ba4b60d938a6ea19/f794148f-a19d-4254-b292-c60b38db4e74.doc
附件一-2013年软件学院第九届软件设计大赛-报名表.doc [2013-05-09],https://sse.ustc.edu.cn/_upload/article/files/d9/b2/38bb7bc64ac18e8e24940b39bfa8/30b4fd97-8ac7-4616-b14e-0b20bc3fa744.doc
附件三-2012年软件学院第八届软件设计大赛-知识产权声明及工作量排序.doc [2012-06-04],https://sse.ustc.edu.cn/_upload/article/files/63/f1/5254858049c38ef5348dd2d36ad9/74eaaa5e-e3bd-47fd-a8b4-bce7b5197ec6.doc
附件一-2012年软件学院第八届软件设计大赛-报名表.doc [2012-05-02],https://sse.ustc.edu.cn/_upload/article/files/dc/08/0c9fc23c4dfab2fdf90862da05bb/7cd4dc8b-3254-401d-a511-4060b94b9e38.doc
附件二-2012年软件学院第八届软件设计大赛-材料清单.doc [2012-05-02],https://sse.ustc.edu.cn/_upload/article/files/c1/0d/2467c2474ec5a6c54c55871d29fd/12bd572b-93a1-481c-800e-67cfdb50bd2b.doc
附件三-2012年软件学院第八届软件设计大赛-知识产权声明及工作量排序.doc [2012-05-02],https://sse.ustc.edu.cn/_upload/article/files/75/1f/43922ce94b74b6d753b5874a0a73/214dba49-5322-4507-9780-aa651a40a826.doc
附件 十周年院庆庆典大会相关说明.doc [2012-02-28],https://sse.ustc.edu.cn/_upload/article/files/c7/24/891995f7431cab4f6a2c12daf7f9/e07c29ff-b470-41eb-8f78-c8b9b71c19fb.doc
2011软件学院研究生会(合肥分会）招新报名表.doc [2011-08-31],https://sse.ustc.edu.cn/_upload/article/files/35/c0/8cfa423c4a259b607581cf0824cf/574830cb-fac4-4b94-97a9-32a248981eab.doc
附件-2011年软件学院第七届软件设计大赛-fj2材料清单.doc [2011-05-27],https://sse.ustc.edu.cn/_upload/article/files/c1/72/fe21c5ee4d99829def1a99183aef/9ef79ab8-92dc-4ee5-b7a9-ae48713d61e0.doc
附件-2011年软件学院第七届软件设计大赛-fj3知识产权声明及工作量排序.doc [2011-05-27],https://sse.ustc.edu.cn/_upload/article/files/1d/3b/1a17be1948cab9461a2fb2ad6b56/8ede35d2-229d-4314-9a3c-017430f78de4.doc
2011年软件学院第七届软件设计大赛-fj2材料清单.doc [2011-01-20],https://sse.ustc.edu.cn/_upload/article/files/a3/69/218070434b5ea782c927726a4340/a4259c8d-25c2-416b-9877-7df9bcd278a4.doc
2011年软件学院第七届软件设计大赛-fj3知识产权声明及工作量排序.doc [2011-01-20],https://sse.ustc.edu.cn/_upload/article/files/e2/8b/5f9a02944c81be70c498b80e323b/4ce6280b-3494-4f18-8060-c5f8ea6373f9.doc
2011年软件学院第七届软件设计大赛-fj1报名表.doc [2011-01-20],https://sse.ustc.edu.cn/_upload/article/files/ef/b0/03d4aae74c9996a8116b59426630/f7655408-d582-4960-a7fc-12d05db9b8e9.doc
北工大游戏征稿通知.pdf [2010-10-11],https://sse.ustc.edu.cn/_upload/article/files/27/45/d978e4034b7db3ab773c37c07626/5346c252-0d8b-486f-a31e-87bb4002c1a2.pdf
2010年软件学院第六届软件设计大赛章程20100602-fj0知识产权声明.doc [2010-06-03],https://sse.ustc.edu.cn/_upload/article/files/54/5f/4265b87a4c97948fbf79fd481c10/4b4a7767-b918-4cdf-a35a-fa1b71acc0a9.doc
2010年软件学院第六届软件设计大赛章程20100602-fj1报名表.doc [2010-06-03],https://sse.ustc.edu.cn/_upload/article/files/c2/0f/264f871943d8b3e4ce14492095af/84ca562a-3188-43b2-8036-421931e012c6.doc
2010年软件学院第六届软件设计大赛章程20100602-fj2参考选题.doc [2010-06-03],https://sse.ustc.edu.cn/_upload/article/files/43/7e/e687ce7849e795915e7684e80d7d/3d1ac766-c004-457e-a5c6-c7d5fee3ad48.doc
2009年软件学院第五届软件设计大赛章程20090525-fj2参考选题.doc [2009-05-26],https://sse.ustc.edu.cn/_upload/article/files/84/27/1578689945dfbd776aefa6ace274/964c2b53-292c-427e-b209-f77aab51c39e.doc
2009年软件学院第五届软件设计大赛章程20090525-fj1报名表.doc [2009-05-26],https://sse.ustc.edu.cn/_upload/article/files/20/79/eb58e5fd4dc7a0ba54a927c688dc/68d6c439-8947-4698-990e-cba0096fe2a9.doc
2009年软件学院第五届软件设计大赛章程20090525-fj0知识产权声明.doc [2009-05-26],https://sse.ustc.edu.cn/_upload/article/files/f9/c5/68d86a0a4427992c29447e6bb853/09e35fd1-7e9b-4f9c-8ebb-d75fbf8b1353.doc
二等奖_《走进科大》_徐一智.doc [2008-11-03],https://sse.ustc.edu.cn/_upload/article/files/b2/58/ae25e96740b5b5585cc156e6b6c2/67cf4e9b-2958-4d83-9b31-8c1e4e62d8fc.doc
一等奖_《科大――放飞梦想的花园》_王博.doc [2008-10-31],https://sse.ustc.edu.cn/_upload/article/files/d0/6f/d948a4734811816343749ea072c1/e5a4cbf8-23a9-475f-a31f-330d9b803f9b.doc
二等奖_《做一名合格的科大人》_余弦.doc [2008-10-31],https://sse.ustc.edu.cn/_upload/article/files/88/f9/f7fb376b4a85b1a51ec2cce9226a/687cc173-a89e-42b9-b02a-c1180ac6c1b8.doc
二等奖_《我是科大人》_钟华.doc [2008-10-31],https://sse.ustc.edu.cn/_upload/article/files/cf/0b/f147f54c4318b09c54109a930418/a849dbbc-9d66-46fe-ac12-bd96a5288e6c.doc
一等奖_《我的科大梦》_郭靖.doc [2008-10-31],https://sse.ustc.edu.cn/_upload/article/files/01/57/da8045094fdfa021a5cabd5c0c29/40803e2b-c4c1-428d-8749-179ed538656d.doc
一等奖_《踏着先辈的足迹》_李川.doc [2008-10-31],https://sse.ustc.edu.cn/_upload/article/files/4a/38/f0a7827142f290a76bcfd5258a16/9994515c-9a9e-4ef2-9416-b140e87a181d.doc
2008年软件学院第四届软件设计大赛报名表（二）.doc [2008-06-26],https://sse.ustc.edu.cn/_upload/article/files/f9/71/3b81bb7842c0afaa32e4a55f0d80/fb4135ff-144f-4a49-992f-7a3e7e071058.doc
2008年软件学院第四届软件设计大赛报名表.doc [2008-05-26],https://sse.ustc.edu.cn/_upload/article/files/a4/38/e624e98b4336ae6ab2b1e20bea94/7b53070f-9f8a-437a-96f8-9778f4c58f13.doc
Y软件学院优秀研究生奖学金审批表.doc [2008-03-27],https://sse.ustc.edu.cn/_upload/article/files/d9/8c/baa1775540069b1ce683bffc7a10/f86720bd-e2d1-4eb4-acc6-10efe233df74.doc
软件学院研究生会招新报名表.doc [2007-09-10],https://sse.ustc.edu.cn/_upload/article/files/8e/68/792f57c64803b264db2770a34daf/4cc9626d-249c-4d9a-9198-a69a5c0f5f90.doc
